Sentence,Subject_ID,Condition_ID,correctness
A heavily lit-up building in front of a river.,ae9fe97862264a1480c8211d266475b8,correct,1
A cat sitting on the hood of a parked black car in a garage.,ae9fe97862264a1480c8211d266475b8,wrong,1
An old man sitting on a bench in a public park.,ae9fe97862264a1480c8211d266475b8,wrong,1
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,ae9fe97862264a1480c8211d266475b8,wrong,1
A vandalized stop sign in the dark with a sky background.,ae9fe97862264a1480c8211d266475b8,no,1
A group of elephants being cleaned by their handlers in a river.,ae9fe97862264a1480c8211d266475b8,no,1
A woman and man sit under a large blue umbrella on a grassy lot.,ae9fe97862264a1480c8211d266475b8,no,1
A tennis player makes a quick shuffle to return the ball.,ae9fe97862264a1480c8211d266475b8,wrong,1
People watch from a large boat as a smaller boat is lowered into the ocean.,ae9fe97862264a1480c8211d266475b8,no,1
"Two ceramic cups, one with a bird and the other with a fox.",ae9fe97862264a1480c8211d266475b8,wrong,1
A girl in an orange sweater is sitting on a skateboard.,ae9fe97862264a1480c8211d266475b8,no,0
A baby elephant walking through a shallow pool of flowing water.,ae9fe97862264a1480c8211d266475b8,correct,1
A woman in a white shirt standing in front of a fence smiling.,ae9fe97862264a1480c8211d266475b8,no,1
A city skyline is shown with a subway train coming around the bend.,ae9fe97862264a1480c8211d266475b8,correct,0
People watch from a large boat as a smaller boat is lowered into the ocean.,5b301916b2700888becf7fe13da68263,no,1
A bird sits atop a wooden post and watches its surroundings.,5b301916b2700888becf7fe13da68263,correct,1
A vandalized stop sign in the dark with a sky background.,5b301916b2700888becf7fe13da68263,no,1
A person holding an object in front of a panda bear.,5b301916b2700888becf7fe13da68263,correct,1
The bench is in a shady area surrounded by plants.,5b301916b2700888becf7fe13da68263,no,1
A heavily lit-up building in front of a river.,5b301916b2700888becf7fe13da68263,correct,1
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,5b301916b2700888becf7fe13da68263,wrong,1
A toddler is sitting on a blanket outdoors eating an apple.,5b301916b2700888becf7fe13da68263,wrong,1
"An empty clean kitchen with cabinetry, stove and dishwasher.",5b301916b2700888becf7fe13da68263,wrong,1
A city skyline is shown with a subway train coming around the bend.,5b301916b2700888becf7fe13da68263,correct,1
A batter swinging a bat at a baseball with the catcher and umpire behind him.,5b301916b2700888becf7fe13da68263,correct,1
An old man sitting on a bench in a public park.,5b301916b2700888becf7fe13da68263,wrong,1
An outdoor market has a wide variety of fruit to choose from.,5b301916b2700888becf7fe13da68263,no,1
A woman in a white shirt standing in front of a fence smiling.,5b301916b2700888becf7fe13da68263,no,1
A man holding a baby while standing in front of a mirror.,5b301916b2700888becf7fe13da68263,wrong,1
A man walking with an umbrella near a railing above a river.,5b301916b2700888becf7fe13da68263,no,1
"Two ceramic cups, one with a bird and the other with a fox.",5b301916b2700888becf7fe13da68263,wrong,1
A stop sign located at the intersection of East Village and Woodfield Rd.,5b301916b2700888becf7fe13da68263,correct,1
A tennis player makes a quick shuffle to return the ball.,5b301916b2700888becf7fe13da68263,wrong,1
A huge dragon kite flown with a steeple in the background.,5b301916b2700888becf7fe13da68263,no,1
Two giraffes standing on a dirt expanse with trees in background.,5b301916b2700888becf7fe13da68263,wrong,1
A refrigerator mostly empty with only a few bottles of water inside.,5b301916b2700888becf7fe13da68263,correct,1
Plates of food and two glasses of red wine are on a table.,5b301916b2700888becf7fe13da68263,wrong,0
People are on the beach flying kites that look like arches in the sky.,5b301916b2700888becf7fe13da68263,correct,1
"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables.",5b301916b2700888becf7fe13da68263,wrong,1
A woman and man sit under a large blue umbrella on a grassy lot.,5b301916b2700888becf7fe13da68263,no,1
A teddy bear is sitting on the rail of a wire fence.,5b301916b2700888becf7fe13da68263,wrong,1
A group of elephants being cleaned by their handlers in a river.,5b301916b2700888becf7fe13da68263,no,1
A girl in an orange sweater is sitting on a skateboard.,5b301916b2700888becf7fe13da68263,no,1
A baby elephant walking through a shallow pool of flowing water.,5b301916b2700888becf7fe13da68263,correct,0
A cat sitting on the hood of a parked black car in a garage.,5b301916b2700888becf7fe13da68263,wrong,1
A giraffe standing in front of a grassy plain and blue sky.,5b301916b2700888becf7fe13da68263,no,1
Several containers of food and beverages on a wooden table outdoors.,5b301916b2700888becf7fe13da68263,correct,1
A tray topped with a chicken sandwich next to a cup of fries.,5b301916b2700888becf7fe13da68263,correct,1
Some control buttons on an orange and silver electronic device.,5b301916b2700888becf7fe13da68263,correct,1
"A dried black flower in a long, tall black and white vase.",5b301916b2700888becf7fe13da68263,no,1
A teddy bear is sitting on the rail of a wire fence.,c51004fbb87b617ce61626dff1c0bd00,wrong,1
A huge dragon kite flown with a steeple in the background.,c51004fbb87b617ce61626dff1c0bd00,no,1
A tennis player makes a quick shuffle to return the ball.,c51004fbb87b617ce61626dff1c0bd00,wrong,0
A girl in an orange sweater is sitting on a skateboard.,c51004fbb87b617ce61626dff1c0bd00,no,1
A heavily lit-up building in front of a river.,c51004fbb87b617ce61626dff1c0bd00,correct,1
Several containers of food and beverages on a wooden table outdoors.,c51004fbb87b617ce61626dff1c0bd00,correct,1
A woman in a white shirt standing in front of a fence smiling.,c51004fbb87b617ce61626dff1c0bd00,no,1
Some control buttons on an orange and silver electronic device.,c51004fbb87b617ce61626dff1c0bd00,correct,1
A man walking with an umbrella near a railing above a river.,c51004fbb87b617ce61626dff1c0bd00,no,1
A baby elephant walking through a shallow pool of flowing water.,c51004fbb87b617ce61626dff1c0bd00,correct,1
An outdoor market has a wide variety of fruit to choose from.,c51004fbb87b617ce61626dff1c0bd00,no,0
Two giraffes standing on a dirt expanse with trees in background.,c51004fbb87b617ce61626dff1c0bd00,wrong,0
"An empty clean kitchen with cabinetry, stove and dishwasher.",c51004fbb87b617ce61626dff1c0bd00,wrong,1
A cat sitting on the hood of a parked black car in a garage.,c51004fbb87b617ce61626dff1c0bd00,wrong,1
A group of elephants being cleaned by their handlers in a river.,c51004fbb87b617ce61626dff1c0bd00,no,1
A person holding an object in front of a panda bear.,c51004fbb87b617ce61626dff1c0bd00,correct,1
"Two ceramic cups, one with a bird and the other with a fox.",c51004fbb87b617ce61626dff1c0bd00,wrong,1
"A dried black flower in a long, tall black and white vase.",c51004fbb87b617ce61626dff1c0bd00,no,0
A city skyline is shown with a subway train coming around the bend.,c51004fbb87b617ce61626dff1c0bd00,correct,1
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,c51004fbb87b617ce61626dff1c0bd00,wrong,1
A giraffe standing in front of a grassy plain and blue sky.,c51004fbb87b617ce61626dff1c0bd00,no,0
A batter swinging a bat at a baseball with the catcher and umpire behind him.,c51004fbb87b617ce61626dff1c0bd00,correct,1
A man holding a baby while standing in front of a mirror.,c51004fbb87b617ce61626dff1c0bd00,wrong,0
A stop sign located at the intersection of East Village and Woodfield Rd.,c51004fbb87b617ce61626dff1c0bd00,correct,1
Plates of food and two glasses of red wine are on a table.,c51004fbb87b617ce61626dff1c0bd00,wrong,1
People are on the beach flying kites that look like arches in the sky.,c51004fbb87b617ce61626dff1c0bd00,correct,1
A refrigerator mostly empty with only a few bottles of water inside.,c51004fbb87b617ce61626dff1c0bd00,correct,1
A woman and man sit under a large blue umbrella on a grassy lot.,c51004fbb87b617ce61626dff1c0bd00,no,1
A bird sits atop a wooden post and watches its surroundings.,c51004fbb87b617ce61626dff1c0bd00,correct,1
A toddler is sitting on a blanket outdoors eating an apple.,c51004fbb87b617ce61626dff1c0bd00,wrong,1
A vandalized stop sign in the dark with a sky background.,c51004fbb87b617ce61626dff1c0bd00,no,1
"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables.",c51004fbb87b617ce61626dff1c0bd00,wrong,1
A tray topped with a chicken sandwich next to a cup of fries.,c51004fbb87b617ce61626dff1c0bd00,correct,0
People watch from a large boat as a smaller boat is lowered into the ocean.,c51004fbb87b617ce61626dff1c0bd00,no,1
An old man sitting on a bench in a public park.,c51004fbb87b617ce61626dff1c0bd00,wrong,1
The bench is in a shady area surrounded by plants.,c51004fbb87b617ce61626dff1c0bd00,no,1
Two giraffes standing on a dirt expanse with trees in background.,9b12793b492bebe41c19587816d13ac5,wrong,1
An outdoor market has a wide variety of fruit to choose from.,9b12793b492bebe41c19587816d13ac5,no,1
A bird sits atop a wooden post and watches its surroundings.,9b12793b492bebe41c19587816d13ac5,correct,1
"Two ceramic cups, one with a bird and the other with a fox.",9b12793b492bebe41c19587816d13ac5,wrong,1
A man holding a baby while standing in front of a mirror.,9b12793b492bebe41c19587816d13ac5,wrong,1
People are on the beach flying kites that look like arches in the sky.,9b12793b492bebe41c19587816d13ac5,correct,1
Plates of food and two glasses of red wine are on a table.,9b12793b492bebe41c19587816d13ac5,wrong,1
A batter swinging a bat at a baseball with the catcher and umpire behind him.,9b12793b492bebe41c19587816d13ac5,correct,1
A city skyline is shown with a subway train coming around the bend.,9b12793b492bebe41c19587816d13ac5,correct,1
"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables.",9b12793b492bebe41c19587816d13ac5,wrong,1
A tray topped with a chicken sandwich next to a cup of fries.,9b12793b492bebe41c19587816d13ac5,correct,1
A tennis player makes a quick shuffle to return the ball.,9b12793b492bebe41c19587816d13ac5,wrong,1
A stop sign located at the intersection of East Village and Woodfield Rd.,9b12793b492bebe41c19587816d13ac5,correct,0
The bench is in a shady area surrounded by plants.,9b12793b492bebe41c19587816d13ac5,no,1
"A dried black flower in a long, tall black and white vase.",9b12793b492bebe41c19587816d13ac5,no,1
People watch from a large boat as a smaller boat is lowered into the ocean.,9b12793b492bebe41c19587816d13ac5,no,0
A girl in an orange sweater is sitting on a skateboard.,9b12793b492bebe41c19587816d13ac5,no,1
A person holding an object in front of a panda bear.,9b12793b492bebe41c19587816d13ac5,correct,0
A group of elephants being cleaned by their handlers in a river.,9b12793b492bebe41c19587816d13ac5,no,1
A huge dragon kite flown with a steeple in the background.,9b12793b492bebe41c19587816d13ac5,no,1
A cat sitting on the hood of a parked black car in a garage.,9b12793b492bebe41c19587816d13ac5,wrong,1
A heavily lit-up building in front of a river.,9b12793b492bebe41c19587816d13ac5,correct,0
A woman in a white shirt standing in front of a fence smiling.,9b12793b492bebe41c19587816d13ac5,no,1
A giraffe standing in front of a grassy plain and blue sky.,9b12793b492bebe41c19587816d13ac5,no,1
A baby elephant walking through a shallow pool of flowing water.,9b12793b492bebe41c19587816d13ac5,correct,1
An old man sitting on a bench in a public park.,9b12793b492bebe41c19587816d13ac5,wrong,1
A toddler is sitting on a blanket outdoors eating an apple.,9b12793b492bebe41c19587816d13ac5,wrong,1
Some control buttons on an orange and silver electronic device.,9b12793b492bebe41c19587816d13ac5,correct,1
A woman and man sit under a large blue umbrella on a grassy lot.,9b12793b492bebe41c19587816d13ac5,no,1
A refrigerator mostly empty with only a few bottles of water inside.,9b12793b492bebe41c19587816d13ac5,correct,1
Several containers of food and beverages on a wooden table outdoors.,9b12793b492bebe41c19587816d13ac5,correct,1
A man walking with an umbrella near a railing above a river.,9b12793b492bebe41c19587816d13ac5,no,1
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,9b12793b492bebe41c19587816d13ac5,wrong,1
A teddy bear is sitting on the rail of a wire fence.,9b12793b492bebe41c19587816d13ac5,wrong,0
A vandalized stop sign in the dark with a sky background.,9b12793b492bebe41c19587816d13ac5,no,1
"An empty clean kitchen with cabinetry, stove and dishwasher.",9b12793b492bebe41c19587816d13ac5,wrong,1
People watch from a large boat as a smaller boat is lowered into the ocean.,c8415981fb70c02d20d5a9d2cf95d25b,no,0
A woman and man sit under a large blue umbrella on a grassy lot.,c8415981fb70c02d20d5a9d2cf95d25b,no,1
A baby elephant walking through a shallow pool of flowing water.,c8415981fb70c02d20d5a9d2cf95d25b,correct,1
A city skyline is shown with a subway train coming around the bend.,c8415981fb70c02d20d5a9d2cf95d25b,correct,1
A person holding an object in front of a panda bear.,c8415981fb70c02d20d5a9d2cf95d25b,correct,1
A teddy bear is sitting on the rail of a wire fence.,c8415981fb70c02d20d5a9d2cf95d25b,wrong,1
A young woman sitting on a curb next to a fire hydrant writing on a notepad.,c8415981fb70c02d20d5a9d2cf95d25b,wrong,0
"Two men are posing for a photo, one man is holding a slice of pizza on a plate, and they are surrounded by other people sitting at tables.",c8415981fb70c02d20d5a9d2cf95d25b,wrong,1
Some control buttons on an orange and silver electronic device.,c8415981fb70c02d20d5a9d2cf95d25b,correct,1
A vandalized stop sign in the dark with a sky background.,c8415981fb70c02d20d5a9d2cf95d25b,no,1
A man walking with an umbrella near a railing above a river.,c8415981fb70c02d20d5a9d2cf95d25b,no,1
A man holding a baby while standing in front of a mirror.,c8415981fb70c02d20d5a9d2cf95d25b,wrong,1
"An empty clean kitchen with cabinetry, stove and dishwasher.",c8415981fb70c02d20d5a9d2cf95d25b,wrong,1
A refrigerator mostly empty with only a few bottles of water inside.,c8415981fb70c02d20d5a9d2cf95d25b,correct,1
A batter swinging a bat at a baseball with the catcher and umpire behind him.,c8415981fb70c02d20d5a9d2cf95d25b,correct,1
Several containers of food and beverages on a wooden table outdoors.,c8415981fb70c02d20d5a9d2cf95d25b,correct,1
People are on the beach flying kites that look like arches in the sky.,c8415981fb70c02d20d5a9d2cf95d25b,correct,1
An old man sitting on a bench in a public park.,c8415981fb70c02d20d5a9d2cf95d25b,wrong,1
A huge dragon kite flown with a steeple in the background.,c8415981fb70c02d20d5a9d2cf95d25b,no,1
A bird sits atop a wooden post and watches its surroundings.,c8415981fb70c02d20d5a9d2cf95d25b,correct,1
A stop sign located at the intersection of East Village and Woodfield Rd.,c8415981fb70c02d20d5a9d2cf95d25b,correct,1
A tray topped with a chicken sandwich next to a cup of fries.,c8415981fb70c02d20d5a9d2cf95d25b,correct,1
A girl in an orange sweater is sitting on a skateboard.,c8415981fb70c02d20d5a9d2cf95d25b,no,1
"Two ceramic cups, one with a bird and the other with a fox.",c8415981fb70c02d20d5a9d2cf95d25b,wrong,1
"A dried black flower in a long, tall black and white vase.",c8415981fb70c02d20d5a9d2cf95d25b,no,1
A woman in a white shirt standing in front of a fence smiling.,c8415981fb70c02d20d5a9d2cf95d25b,no,1
An outdoor market has a wide variety of fruit to choose from.,c8415981fb70c02d20d5a9d2cf95d25b,no,1
A cat sitting on the hood of a parked black car in a garage.,c8415981fb70c02d20d5a9d2cf95d25b,wrong,0
Plates of food and two glasses of red wine are on a table.,c8415981fb70c02d20d5a9d2cf95d25b,wrong,1
The bench is in a shady area surrounded by plants.,c8415981fb70c02d20d5a9d2cf95d25b,no,1
A toddler is sitting on a blanket outdoors eating an apple.,c8415981fb70c02d20d5a9d2cf95d25b,wrong,1
